Symbol,RMSE,MAE,MAPE,R2,Count
ORLY,2.610431061591762,2.3626685109908507,3.0835579979644074,0.9995161961304732,2.0
FSLR,3.52079528318247,2.8551773340946696,5.0554075467308115,-4.895831810418395,2.0
ERIE,9.653017953601193,9.653017953601193,4.6031176913801755,,1.0
PKG,3.038621493494793,3.0003192359479556,3.6117024951466443,0.9948668281602279,2.0
KLAC,0.5399266927912865,0.4869488772950348,1.6109402191376279,0.9986885283613569,2.0
DIS,1.7809859972613766,1.4411001253573044,1.472926895088257,0.996359812038857,3.0
WAB,0.42325436838754976,0.3517967307461345,2.4207931352723406,0.9957220662570708,2.0
XOM,0.516868844456468,0.516868844456468,1.0946448630452217,,1.0
CME,0.9700573727689985,0.9700573727689985,1.9907779007680235,,1.0
PTC,0.7494293118833681,0.7494293118833681,1.9727014445175821,,1.0
POOL,0.71630229532812,0.71630229532812,1.9789110778146763,,1.0
DFS,0.6219651197854006,0.6219651197854006,1.3655922123135091,,1.0
NFLX,9.833370596760744,9.833370596760744,1.962631104069346,,1.0
WBD,0.47869128310018283,0.47869128310018283,4.950271761359104,,1.0
ED,1.2714601784876443,1.0017271700627006,1.6998854202749867,0.997860600466132,3.0
PLD,3.3714548390548487,3.3714548390548487,2.893529508472737,,1.0
NUE,0.6205030028097411,0.6205030028097411,1.5540000716164104,,1.0
CHRW,0.5804562221452126,0.46777450571244117,1.012972139072335,0.9990407808472517,2.0
FTNT,1.0835501254436013,0.8458925179300794,8.276867246073854,0.9724372151281307,3.0
SO,0.5262872486400454,0.5262872486400454,0.7877284482901769,,1.0
BA,5.221603877308513,4.058124151174759,1.6370599600521256,0.9989200498278388,2.0
HII,5.994089764951497,5.994089764951497,2.7903735988056546,,1.0
BF-B,1.2836543224016868,1.0824777226163012,2.285797503070831,0.996963494303447,3.0
DLR,0.9245912887196681,0.9245912887196681,2.0307794354741224,,1.0
BEN,0.24330135041581258,0.24330135041581258,1.022523221907735,,1.0
KEYS,2.32961217229188,2.06325360235297,3.342801442547829,0.9925008805837493,3.0
STX,1.5386836295664352,1.5386836295664352,1.808797971262818,,1.0
OMC,0.03607513888798053,0.03607513888798053,0.06800119193864702,,1.0
BK,0.2559808491537545,0.2559808491537545,1.3904297694588805,,1.0
CPT,1.0599186846188757,0.9809697075338489,2.9420905236597146,0.9951539918612119,3.0
SBAC,15.382913271167851,11.065195085962927,3.6654871568059244,0.8688083515266136,2.0
ZBRA,0.8520337009484678,0.8520337009484678,1.6855266346350453,,1.0
RMD,13.41494759813608,13.41494759813608,7.010560807131953,,1.0
TRMB,0.3619747725004032,0.3619747725004032,1.5142219707302493,,1.0
RVTY,1.4918968816194678,1.4918968816194678,1.8145408447341662,,1.0
MTD,39.33179551706281,32.38847731284209,2.903316586563699,0.9950653885381587,3.0
CPB,0.7246514636830952,0.7246514636830952,1.671438801847363,,1.0
ES,1.395115117098939,1.395115117098939,2.1011203847582904,,1.0
TRV,5.894371951288633,5.894371951288633,3.345563380696945,,1.0
MCK,3.3710837890495187,2.93531292170033,1.092063319538566,0.998461902697606,2.0
MOS,0.3790925132655083,0.3790925132655083,1.6322620104789347,,1.0
EXPE,9.32074124510508,5.353438432363859,4.543546890703429,0.9575908166050754,4.0
JBL,0.10520381481660479,0.10520381481660479,0.35719440063353264,,1.0
TXT,1.2854682120071175,1.2854682120071175,2.2856474017190322,,1.0
ROL,0.01697369163080742,0.01697369163080742,1.0928726478176731,,1.0
AOS,0.6931045523785286,0.6931045523785286,1.6877427262159233,,1.0
ACGL,0.12309292846069653,0.12309292846069653,1.6223946768950317,,1.0
C,0.2777600459237206,0.2777600459237206,0.7975070969084015,,1.0
MOH,2.897025089537476,2.8840995275546284,4.663060753369651,-348.3311138641621,2.0
INCY,4.188575901759776,4.188575901759776,4.65397322417753,,1.0
GILD,0.7272649606359801,0.6891510214314094,2.450750805234864,0.9987150703520666,2.0
SLB,1.133704138420926,1.133704138420926,7.098138850871797,,1.0
RCL,0.8107839974219786,0.8107839974219786,0.736403074909253,,1.0
CVS,0.248253128624091,0.248253128624091,2.111513539390766,,1.0
HRL,0.4464084444710963,0.4464084444710963,1.2248301153337513,,1.0
LLY,1.6384522881549657,1.6384522881549657,2.41833641022367,,1.0
CZR,1.040723965076459,0.7369716409561526,0.6748570271855757,0.9990791063160956,2.0
VZ,0.09136593670482607,0.08967590100815848,0.7215712410241711,0.9808516792714286,2.0
CSCO,1.1344720984061896,1.126977022773226,10.32356117840038,-2.2050441946069754,2.0
SYK,0.4212313262485665,0.4212313262485665,0.6984617490748685,,1.0
BRO,0.24949966513209798,0.24949966513209798,3.939789319033582,,1.0
DXCM,6.854706673463443,5.499897922442933,6.399206301457531,0.976611099613457,2.0
NTAP,1.3437406312148141,1.3437406312148141,2.0047516678188777,,1.0
CVX,0.3872643339279982,0.3872643339279982,2.1419039717051995,,1.0
KO,0.7820251170541752,0.7820251170541752,1.3720749048571006,,1.0
SRE,1.1909721659650931,0.9268164933283174,1.7281240107489229,0.9843517965603957,2.0
MET,0.2343135424140712,0.2343135424140712,0.36988618760879816,,1.0
TT,0.3262916275428154,0.3262916275428154,0.7218049732211883,,1.0
ELV,4.019365453347845,4.019365453347845,4.251629882686568,,1.0
A,0.7590218285144308,0.6216280437987027,1.4635438342340403,0.9991553571695725,2.0
TSLA,1.0464520268941033,1.0464520268941033,7.102615904301181,,1.0
DLTR,2.8085882938984383,2.8085882938984383,2.3059016613529595,,1.0
WFC,0.2023468193480653,0.2023468193480653,1.4374204192864373,,1.0
DG,1.6766143048843105,1.6766143048843105,2.0292048476209197,,1.0
GIS,0.08842891724074065,0.08842891724074065,0.4332142394178753,,1.0
ABNB,8.763060552253833,8.763060552253833,8.537250561492197,,1.0
TDY,8.097424057225226,8.097424057225226,1.7906336016968813,,1.0
Total,4.630150546345304,1.9863526741055635,2.61201699861273,0.9985105881785188,1000.0
